ID_UEV,street_number,postal_code,Error_Code,Price,Consumption
2043512,12030,H1E 4B5,0,"3,200",30700
2043512,12030,H1E 4B5,0,"3,200",30700
2007636,12375,H1E 1Y7,0,"2,990",28790
2043512,12030,H1E 4B5,0,"3,200",30700
2007636,12375,H1E 1Y7,0,"2,990",28790
2042670,12377,H1E 1Z8,0,"1,310",13570
2043512,12030,H1E 4B5,0,"3,200",30700
2007636,12375,H1E 1Y7,0,"2,990",28790
2042670,12377,H1E 1Z8,0,"1,310",13570
2004842,12074,H1E 6B1,0,"2,180",21620
2006813,12367,H1E 1X7,0,"1,780",18310
2105637,8472,H1E 4C3,0,"1,880",19590
2105637,8472,H1E 4C3,0,"1,880",19590
2004649,12128,H1E 6B2,0,"3,130",30620
2105637,8472,H1E 4C3,0,"1,880",19590
2004649,12128,H1E 6B2,0,"3,130",30620
2006764,12223,H1E 1X7,0,"2,970",29030
2105637,8472,H1E 4C3,0,"1,880",19590
2004649,12128,H1E 6B2,0,"3,130",30620
2006764,12223,H1E 1X7,0,"2,970",29030
2044214,11865,H1E 6G2,0,"2,740",26340
2105637,8472,H1E 4C3,0,"1,880",19590
2004649,12128,H1E 6B2,0,"3,130",30620
2006764,12223,H1E 1X7,0,"2,970",29030
2044214,11865,H1E 6G2,0,"2,740",26340
2019252,11705,H1E 2Z2,0,"2,260",21940
2105637,8472,H1E 4C3,0,"1,880",19590
2004649,12128,H1E 6B2,0,"3,130",30620
2006764,12223,H1E 1X7,0,"2,970",29030
2044214,11865,H1E 6G2,0,"2,740",26340
2019252,11705,H1E 2Z2,0,"2,260",21940
2140051,8229,H1E 7M8,0,"2,550",25100
2105637,8472,H1E 4C3,0,"1,880",19590
2004649,12128,H1E 6B2,0,"3,130",30620
2006764,12223,H1E 1X7,0,"2,970",29030
2044214,11865,H1E 6G2,0,"2,740",26340
2019252,11705,H1E 2Z2,0,"2,260",21940
2140051,8229,H1E 7M8,0,"2,550",25100
2043241,11812,H1E 3R9,0,"1,210",12330
2105637,8472,H1E 4C3,0,"1,880",19590
2004649,12128,H1E 6B2,0,"3,130",30620
2006764,12223,H1E 1X7,0,"2,970",29030
2044214,11865,H1E 6G2,0,"2,740",26340
2019252,11705,H1E 2Z2,0,"2,260",21940
2140051,8229,H1E 7M8,0,"2,550",25100
2043241,11812,H1E 3R9,0,"1,210",12330
2105373,8579,H1E 4Y9,0,"1,550",15850
2105373,8579,H1E 4Y9,0,710,7040
2105373,8579,H1E 4Y9,0,"1,110",11320
2105373,8579,H1E 4Y9,0,790,7990
2105373,8579,H1E 4Y9,0,790,8080
2105373,8579,H1E 4Y9,0,"1,310",13980
2105373,8579,H1E 4Y9,0,"1,800",18090
2105373,8579,H1E 4Y9,0,"1,830",17510
2105637,8472,H1E 4C3,0,"1,880",19590
2004649,12128,H1E 6B2,0,"3,130",30620
2006764,12223,H1E 1X7,0,"2,970",29030
2044214,11865,H1E 6G2,0,"2,740",26340
2019252,11705,H1E 2Z2,0,"2,260",21940
2140051,8229,H1E 7M8,0,"2,550",25100
2043241,11812,H1E 3R9,0,"1,210",12330
2105373,8579,H1E 4Y9,0,"1,550",15850
2105373,8579,H1E 4Y9,0,710,7040
2105373,8579,H1E 4Y9,0,"1,110",11320
2105373,8579,H1E 4Y9,0,790,7990
2105373,8579,H1E 4Y9,0,790,8080
2105373,8579,H1E 4Y9,0,"1,310",13980
2105373,8579,H1E 4Y9,0,"1,800",18090
2105373,8579,H1E 4Y9,0,"1,830",17510
2044344,12320,H1E 4K9,0,"2,660",26530
2105837,8743,H1E 5T3,0,"2,050",20170
2105837,8743,H1E 5T3,0,"2,050",20170
2005962,11640,H1E 3E6,0,"2,950",28340
2105796,8574,H1E 3Z6,0,"1,850",18530
2105796,8574,H1E 3Z6,0,"1,850",18530
5197471,8256,H1E 6Y4,0,"1,910",18750
2105796,8574,H1E 3Z6,0,"1,850",18530
5197471,8256,H1E 6Y4,0,"1,910",18750
2004880,11715,H1E 3K1,0,"2,610",25010
2105796,8574,H1E 3Z6,0,"1,850",18530
5197471,8256,H1E 6Y4,0,"1,910",18750
2004880,11715,H1E 3K1,0,"2,610",25010
2140386,7890,H1E 3K4,0,"2,740",27270
2105796,8574,H1E 3Z6,0,"1,850",18530
5197471,8256,H1E 6Y4,0,"1,910",18750
2004880,11715,H1E 3K1,0,"2,610",25010
2140386,7890,H1E 3K4,0,"2,740",27270
2105671,8518,H1E 4X9,0,"2,920",27830
2105796,8574,H1E 3Z6,0,"1,850",18530
5197471,8256,H1E 6Y4,0,"1,910",18750
2004880,11715,H1E 3K1,0,"2,610",25010
2140386,7890,H1E 3K4,0,"2,740",27270
2105671,8518,H1E 4X9,0,"2,920",27830
2105660,8355,H1E 3Y7,0,"2,780",26850
2105443,8020,H1E 1L2,0,"1,930",19290
2105443,8020,H1E 1L2,0,"1,930",19290
2105500,8512,H1E 4T6,0,"3,440",32640
2105443,8020,H1E 1L2,0,"1,930",19290
2105500,8512,H1E 4T6,0,"3,440",32640
2105855,8685,H1E 5T7,0,"2,540",24680
2105443,8020,H1E 1L2,0,"1,930",19290
2105500,8512,H1E 4T6,0,"3,440",32640
2105855,8685,H1E 5T7,0,"2,540",24680
2005305,11700,H1E 3H8,0,"2,630",25650
2105443,8020,H1E 1L2,0,"1,930",19290
2105500,8512,H1E 4T6,0,"3,440",32640
2105855,8685,H1E 5T7,0,"2,540",24680
2005305,11700,H1E 3H8,0,"2,630",25650
2043712,12281,H1E 3Y9,0,"3,430",33110
2105443,8020,H1E 1L2,0,"1,930",19290
2105500,8512,H1E 4T6,0,"3,440",32640
2105855,8685,H1E 5T7,0,"2,540",24680
2005305,11700,H1E 3H8,0,"2,630",25650
2043712,12281,H1E 3Y9,0,"3,430",33110
2049959,11786,H1E 6G6,0,"2,730",26500
2107065,8700,H1E 5R8,0,"2,700",26430
2107065,8700,H1E 5R8,0,"2,700",26430
2006566,12162,H1E 1L5,0,"2,200",21150
2107065,8700,H1E 5R8,0,"2,700",26430
2006566,12162,H1E 1L5,0,"2,200",21150
2107101,8434,H1E 3T2,0,"1,430",14810
2107065,8700,H1E 5R8,0,"2,700",26430
2006566,12162,H1E 1L5,0,"2,200",21150
2107101,8434,H1E 3T2,0,"1,430",14810
2107452,11560,H1E 2T3,0,"3,120",30520
2006051,12153,H1E 1W6,0,"2,520",24770
2006051,12153,H1E 1W6,0,"2,520",24770
2042666,12355,H1E 1Z8,0,"1,970",19730
2006051,12153,H1E 1W6,0,"2,520",24770
2042666,12355,H1E 1Z8,0,"1,970",19730
2106492,7861,H1E 1M5,0,"1,590",15410
2006051,12153,H1E 1W6,0,"2,520",24770
2042666,12355,H1E 1Z8,0,"1,970",19730
2106492,7861,H1E 1M5,0,"1,590",15410
2107068,8670,H1E 5R8,0,"2,450",23660
2006051,12153,H1E 1W6,0,"2,520",24770
2042666,12355,H1E 1Z8,0,"1,970",19730
2106492,7861,H1E 1M5,0,"1,590",15410
2107068,8670,H1E 5R8,0,"2,450",23660
2044136,11842,H1E 4H1,0,"3,020",29120
2006051,12153,H1E 1W6,0,"2,520",24770
2042666,12355,H1E 1Z8,0,"1,970",19730
2106492,7861,H1E 1M5,0,"1,590",15410
2107068,8670,H1E 5R8,0,"2,450",23660
2044136,11842,H1E 4H1,0,"3,020",29120
2019246,11725,H1E 2Z2,0,"3,140",30380
2006051,12153,H1E 1W6,0,"2,520",24770
2042666,12355,H1E 1Z8,0,"1,970",19730
2106492,7861,H1E 1M5,0,"1,590",15410
2107068,8670,H1E 5R8,0,"2,450",23660
2044136,11842,H1E 4H1,0,"3,020",29120
2019246,11725,H1E 2Z2,0,"3,140",30380
2140654,8435,H1E 5A7,0,980,10590
2106414,7896,H1E 1M3,0,"3,190",31160
2106414,7896,H1E 1M3,0,"3,190",31160
2140637,8497,H1E 6W1,0,430,3230
2106414,7896,H1E 1M3,0,"3,190",31160
2140637,8497,H1E 6W1,0,430,3230
2105662,8335,H1E 4A9,0,"5,210",48500
2139454,8049,H1E 2T1,0,"2,380",24250
2139454,8049,H1E 2T1,0,"2,380",24250
2140388,7870,H1E 3K4,0,"1,740",17430
2139454,8049,H1E 2T1,0,"2,380",24250
2140388,7870,H1E 3K4,0,"1,740",17430
2105331,8036,H1E 1K9,0,"2,180",21460
2139454,8049,H1E 2T1,0,"2,380",24250
2140388,7870,H1E 3K4,0,"1,740",17430
2105331,8036,H1E 1K9,0,"2,180",21460
2106525,8094,H1E 2Y9,0,"1,290",13420
2139454,8049,H1E 2T1,0,"2,380",24250
2140388,7870,H1E 3K4,0,"1,740",17430
2105331,8036,H1E 1K9,0,"2,180",21460
2106525,8094,H1E 2Y9,0,"1,290",13420
2105430,8059,H1E 1L1,0,"1,530",15570
2139454,8049,H1E 2T1,0,"2,380",24250
2140388,7870,H1E 3K4,0,"1,740",17430
2105331,8036,H1E 1K9,0,"2,180",21460
2106525,8094,H1E 2Y9,0,"1,290",13420
2105430,8059,H1E 1L1,0,"1,530",15570
2005525,7950,H1E 2Y2,0,"3,670",34760
2141499,11816,H1E 6R8,0,"2,670",26520
2141499,11816,H1E 6R8,0,"2,670",26520
2005420,7795,H1E 4M8,0,"1,740",17090
2141499,11816,H1E 6R8,0,"2,670",26520
2005420,7795,H1E 4M8,0,"1,740",17090
2006712,12164,H1E 1X6,0,"2,530",24860
2141499,11816,H1E 6R8,0,"2,670",26520
2005420,7795,H1E 4M8,0,"1,740",17090
2006712,12164,H1E 1X6,0,"2,530",24860
2005161,11725,H1E 3R4,0,"3,060",29370
2141499,11816,H1E 6R8,0,"2,670",26520
2005420,7795,H1E 4M8,0,"1,740",17090
2006712,12164,H1E 1X6,0,"2,530",24860
2005161,11725,H1E 3R4,0,"3,060",29370
2006768,12235,H1E 1X7,0,"2,230",22220
2141499,11816,H1E 6R8,0,"2,670",26520
2005420,7795,H1E 4M8,0,"1,740",17090
2006712,12164,H1E 1X6,0,"2,530",24860
2005161,11725,H1E 3R4,0,"3,060",29370
2006768,12235,H1E 1X7,0,"2,230",22220
2042659,12337,H1E 1Z8,0,"1,660",16440
2141499,11816,H1E 6R8,0,"2,670",26520
2005420,7795,H1E 4M8,0,"1,740",17090
2006712,12164,H1E 1X6,0,"2,530",24860
2005161,11725,H1E 3R4,0,"3,060",29370
2006768,12235,H1E 1X7,0,"2,230",22220
2042659,12337,H1E 1Z8,0,"1,660",16440
2004597,12064,H1E 5Z4,0,"2,530",24070
2141499,11816,H1E 6R8,0,"2,670",26520
2005420,7795,H1E 4M8,0,"1,740",17090
2006712,12164,H1E 1X6,0,"2,530",24860
2005161,11725,H1E 3R4,0,"3,060",29370
2006768,12235,H1E 1X7,0,"2,230",22220
2042659,12337,H1E 1Z8,0,"1,660",16440
2004597,12064,H1E 5Z4,0,"2,530",24070
2105598,8572,H1E 5R6,0,"2,570",25370
2141499,11816,H1E 6R8,0,"2,670",26520
2005420,7795,H1E 4M8,0,"1,740",17090
2006712,12164,H1E 1X6,0,"2,530",24860
2005161,11725,H1E 3R4,0,"3,060",29370
2006768,12235,H1E 1X7,0,"2,230",22220
2042659,12337,H1E 1Z8,0,"1,660",16440
2004597,12064,H1E 5Z4,0,"2,530",24070
2105598,8572,H1E 5R6,0,"2,570",25370
2044307,12311,H1E 4K8,0,"2,190",22240
2005542,12270,H1E 1V9,0,"3,000",29530
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2006639,12279,H1E 1L6,0,"1,210",12220
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2006639,12279,H1E 1L6,0,"1,210",12220
2006177,12250,H1E 1X1,0,"1,900",19470
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2006639,12279,H1E 1L6,0,"1,210",12220
2006177,12250,H1E 1X1,0,"1,900",19470
2006674,12260,H1E 1X6,0,"2,840",28020
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2006639,12279,H1E 1L6,0,"1,210",12220
2006177,12250,H1E 1X1,0,"1,900",19470
2006674,12260,H1E 1X6,0,"2,840",28020
2006155,12330,H1E 1X3,0,"1,850",18400
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2006639,12279,H1E 1L6,0,"1,210",12220
2006177,12250,H1E 1X1,0,"1,900",19470
2006674,12260,H1E 1X6,0,"2,840",28020
2006155,12330,H1E 1X3,0,"1,850",18400
2007635,12365,H1E 1Y7,0,"2,410",23810
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2006639,12279,H1E 1L6,0,"1,210",12220
2006177,12250,H1E 1X1,0,"1,900",19470
2006674,12260,H1E 1X6,0,"2,840",28020
2006155,12330,H1E 1X3,0,"1,850",18400
2007635,12365,H1E 1Y7,0,"2,410",23810
2019291,11575,H1E 2Z9,0,"4,780",44900
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2006639,12279,H1E 1L6,0,"1,210",12220
2006177,12250,H1E 1X1,0,"1,900",19470
2006674,12260,H1E 1X6,0,"2,840",28020
2006155,12330,H1E 1X3,0,"1,850",18400
2007635,12365,H1E 1Y7,0,"2,410",23810
2019291,11575,H1E 2Z9,0,"4,780",44900
2049885,11787,H1E 5C2,0,"2,760",27470
2005542,12270,H1E 1V9,0,"3,000",29530
2044336,12360,H1E 4K9,0,"3,720",35710
2006639,12279,H1E 1L6,0,"1,210",12220
2006177,12250,H1E 1X1,0,"1,900",19470
2006674,12260,H1E 1X6,0,"2,840",28020
2006155,12330,H1E 1X3,0,"1,850",18400
2007635,12365,H1E 1Y7,0,"2,410",23810
2019291,11575,H1E 2Z9,0,"4,780",44900
2049885,11787,H1E 5C2,0,"2,760",27470
2006082,8000,H1E 1L3,0,"1,600",16530
2006082,8000,H1E 1L3,0,"1,150",12130
2006082,8000,H1E 1L3,0,"1,440",14730
2006082,8000,H1E 1L3,0,"1,630",16600
2006082,8000,H1E 1L3,0,690,6660
2006082,8000,H1E 1L3,0,"1,420",15100
2006082,8000,H1E 1L3,0,530,4620
2006082,8000,H1E 1L3,0,890,9100
2006082,8000,H1E 1L3,0,"1,150",11760
2006179,12244,H1E 1X1,0,"1,570",15750
2006179,12244,H1E 1X1,0,"1,570",15750
2106466,7785,H1E 1M5,0,"1,300",14330
2106466,7785,H1E 1M5,0,800,8010
2106466,7785,H1E 1M5,0,810,8350
2106466,7785,H1E 1M5,0,"2,090",20930
2106466,7785,H1E 1M5,0,"1,120",12110
2106466,7785,H1E 1M5,0,"1,170",12380
2106466,7785,H1E 1M5,0,790,8080
2106466,7785,H1E 1M5,0,540,4750
2106466,7785,H1E 1M5,0,410,3020
2006179,12244,H1E 1X1,0,"1,570",15750
2106466,7785,H1E 1M5,0,"1,300",14330
2106466,7785,H1E 1M5,0,800,8010
2106466,7785,H1E 1M5,0,810,8350
2106466,7785,H1E 1M5,0,"2,090",20930
2106466,7785,H1E 1M5,0,"1,120",12110
2106466,7785,H1E 1M5,0,"1,170",12380
2106466,7785,H1E 1M5,0,790,8080
2106466,7785,H1E 1M5,0,540,4750
2106466,7785,H1E 1M5,0,410,3020
5197429,8228,H1E 6Y4,0,"3,660",35200
2006179,12244,H1E 1X1,0,"1,570",15750
2106466,7785,H1E 1M5,0,"1,300",14330
2106466,7785,H1E 1M5,0,800,8010
2106466,7785,H1E 1M5,0,810,8350
2106466,7785,H1E 1M5,0,"2,090",20930
2106466,7785,H1E 1M5,0,"1,120",12110
2106466,7785,H1E 1M5,0,"1,170",12380
2106466,7785,H1E 1M5,0,790,8080
2106466,7785,H1E 1M5,0,540,4750
2106466,7785,H1E 1M5,0,410,3020
5197429,8228,H1E 6Y4,0,"3,660",35200
2107440,11565,H1E 2V8,0,"2,430",23910
2006179,12244,H1E 1X1,0,"1,570",15750
2106466,7785,H1E 1M5,0,"1,300",14330
2106466,7785,H1E 1M5,0,800,8010
2106466,7785,H1E 1M5,0,810,8350
2106466,7785,H1E 1M5,0,"2,090",20930
2106466,7785,H1E 1M5,0,"1,120",12110
2106466,7785,H1E 1M5,0,"1,170",12380
2106466,7785,H1E 1M5,0,790,8080
2106466,7785,H1E 1M5,0,540,4750
2106466,7785,H1E 1M5,0,410,3020
5197429,8228,H1E 6Y4,0,"3,660",35200
2107440,11565,H1E 2V8,0,"2,430",23910
2107606,11525,H1E 7M6,0,"2,520",24950
2006179,12244,H1E 1X1,0,"1,570",15750
2106466,7785,H1E 1M5,0,"1,300",14330
2106466,7785,H1E 1M5,0,800,8010
2106466,7785,H1E 1M5,0,810,8350
2106466,7785,H1E 1M5,0,"2,090",20930
2106466,7785,H1E 1M5,0,"1,120",12110
2106466,7785,H1E 1M5,0,"1,170",12380
2106466,7785,H1E 1M5,0,790,8080
2106466,7785,H1E 1M5,0,540,4750
2106466,7785,H1E 1M5,0,410,3020
5197429,8228,H1E 6Y4,0,"3,660",35200
2107440,11565,H1E 2V8,0,"2,430",23910
2107606,11525,H1E 7M6,0,"2,520",24950
2005445,7881,H1E 4N3,0,"2,090",20300
2006179,12244,H1E 1X1,0,"1,570",15750
2106466,7785,H1E 1M5,0,"1,300",14330
2106466,7785,H1E 1M5,0,800,8010
2106466,7785,H1E 1M5,0,810,8350
2106466,7785,H1E 1M5,0,"2,090",20930
2106466,7785,H1E 1M5,0,"1,120",12110
2106466,7785,H1E 1M5,0,"1,170",12380
2106466,7785,H1E 1M5,0,790,8080
2106466,7785,H1E 1M5,0,540,4750
2106466,7785,H1E 1M5,0,410,3020
5197429,8228,H1E 6Y4,0,"3,660",35200
2107440,11565,H1E 2V8,0,"2,430",23910
2107606,11525,H1E 7M6,0,"2,520",24950
2005445,7881,H1E 4N3,0,"2,090",20300
2104943,8056,H1E 4H3,0,880,9080
2006179,12244,H1E 1X1,0,"1,570",15750
2106466,7785,H1E 1M5,0,"1,300",14330
2106466,7785,H1E 1M5,0,800,8010
2106466,7785,H1E 1M5,0,810,8350
2106466,7785,H1E 1M5,0,"2,090",20930
2106466,7785,H1E 1M5,0,"1,120",12110
2106466,7785,H1E 1M5,0,"1,170",12380
2106466,7785,H1E 1M5,0,790,8080
2106466,7785,H1E 1M5,0,540,4750
2106466,7785,H1E 1M5,0,410,3020
5197429,8228,H1E 6Y4,0,"3,660",35200
2107440,11565,H1E 2V8,0,"2,430",23910
2107606,11525,H1E 7M6,0,"2,520",24950
2005445,7881,H1E 4N3,0,"2,090",20300
2104943,8056,H1E 4H3,0,880,9080
2107458,7725,H1E 2T2,0,"1,670",16390
2006179,12244,H1E 1X1,0,"1,570",15750
2106466,7785,H1E 1M5,0,"1,300",14330
2106466,7785,H1E 1M5,0,800,8010
2106466,7785,H1E 1M5,0,810,8350
2106466,7785,H1E 1M5,0,"2,090",20930
2106466,7785,H1E 1M5,0,"1,120",12110
2106466,7785,H1E 1M5,0,"1,170",12380
2106466,7785,H1E 1M5,0,790,8080
2106466,7785,H1E 1M5,0,540,4750
2106466,7785,H1E 1M5,0,410,3020
5197429,8228,H1E 6Y4,0,"3,660",35200
2107440,11565,H1E 2V8,0,"2,430",23910
2107606,11525,H1E 7M6,0,"2,520",24950
2005445,7881,H1E 4N3,0,"2,090",20300
2104943,8056,H1E 4H3,0,880,9080
2107458,7725,H1E 2T2,0,"1,670",16390
2006447,8021,H1E 2W3,0,"1,810",18040
2044722,12130,H1E 5T6,0,"3,930",37530
2044722,12130,H1E 5T6,0,"3,930",37530
2042589,12041,H1E 1Z4,0,"1,430",14280
2044722,12130,H1E 5T6,0,"3,930",37530
2042589,12041,H1E 1Z4,0,"1,430",14280
2043571,12032,H1E 4B3,0,"2,410",23490
2044722,12130,H1E 5T6,0,"3,930",37530
2042589,12041,H1E 1Z4,0,"1,430",14280
2043571,12032,H1E 4B3,0,"2,410",23490
5197470,8252,H1E 6Y4,0,"2,920",28840
2044722,12130,H1E 5T6,0,"3,930",37530
2042589,12041,H1E 1Z4,0,"1,430",14280
2043571,12032,H1E 4B3,0,"2,410",23490
5197470,8252,H1E 6Y4,0,"2,920",28840
2107616,11545,H1E 5G6,0,"2,330",23510
2044722,12130,H1E 5T6,0,"3,930",37530
2042589,12041,H1E 1Z4,0,"1,430",14280
2043571,12032,H1E 4B3,0,"2,410",23490
5197470,8252,H1E 6Y4,0,"2,920",28840
2107616,11545,H1E 5G6,0,"2,330",23510
2106925,8741,H1E 3V7,0,500,4140
2044722,12130,H1E 5T6,0,"3,930",37530
2042589,12041,H1E 1Z4,0,"1,430",14280
2043571,12032,H1E 4B3,0,"2,410",23490
5197470,8252,H1E 6Y4,0,"2,920",28840
2107616,11545,H1E 5G6,0,"2,330",23510
2106925,8741,H1E 3V7,0,500,4140
2044220,11895,H1E 6G2,0,"2,660",26230
2005352,11660,H1E 3T4,0,"2,990",29430
2105616,8330,H1E 3H2,0,"1,810",18150
2105616,8330,H1E 3H2,0,"1,810",18150
2043853,12270,H1E 4T5,0,"3,810",36260
2105616,8330,H1E 3H2,0,"1,810",18150
2043853,12270,H1E 4T5,0,"3,810",36260
2106359,7819,H1E 3C4,0,"2,440",24280
2105616,8330,H1E 3H2,0,"1,810",18150
2043853,12270,H1E 4T5,0,"3,810",36260
2106359,7819,H1E 3C4,0,"2,440",24280
2006526,12385,H1E 1X5,0,"1,460",14930
2105616,8330,H1E 3H2,0,"1,810",18150
2043853,12270,H1E 4T5,0,"3,810",36260
2106359,7819,H1E 3C4,0,"2,440",24280
2006526,12385,H1E 1X5,0,"1,460",14930
2107631,11548,H1E 5Z2,0,"2,570",25540
2105616,8330,H1E 3H2,0,"1,810",18150
2043853,12270,H1E 4T5,0,"3,810",36260
2106359,7819,H1E 3C4,0,"2,440",24280
2006526,12385,H1E 1X5,0,"1,460",14930
2107631,11548,H1E 5Z2,0,"2,570",25540
2005033,12217,H1E 4J4,0,"2,500",24890
2105616,8330,H1E 3H2,0,"1,810",18150
2043853,12270,H1E 4T5,0,"3,810",36260
2106359,7819,H1E 3C4,0,"2,440",24280
2006526,12385,H1E 1X5,0,"1,460",14930
2107631,11548,H1E 5Z2,0,"2,570",25540
2005033,12217,H1E 4J4,0,"2,500",24890
2107487,11640,H1E 4A1,0,"2,650",26120
2107465,11620,H1E 2T4,0,"2,350",23100
2107465,11620,H1E 2T4,0,"2,350",23100
2106390,7930,H1E 1L9,0,"2,360",23210
2107465,11620,H1E 2T4,0,"2,350",23100
2106390,7930,H1E 1L9,0,"2,360",23210
2107115,8740,H1E 4C5,0,"2,210",22700
2107465,11620,H1E 2T4,0,"2,350",23100
2106390,7930,H1E 1L9,0,"2,360",23210
2107115,8740,H1E 4C5,0,"2,210",22700
2106679,7830,H1E 3C9,0,"1,120",11810
2106679,7830,H1E 3C9,0,"2,130",21290
2106679,7830,H1E 3C9,0,"1,050",10900
2106679,7830,H1E 3C9,0,"1,050",10930
2106679,7830,H1E 3C9,0,"1,390",14360
2106679,7830,H1E 3C9,0,"1,000",10100
2106679,7830,H1E 3C9,0,"1,580",16550
2106679,7830,H1E 3C9,0,"1,350",14690
2106679,7830,H1E 3C9,0,"1,670",16160
2107465,11620,H1E 2T4,0,"2,350",23100
2106390,7930,H1E 1L9,0,"2,360",23210
2107115,8740,H1E 4C5,0,"2,210",22700
2106679,7830,H1E 3C9,0,"1,120",11810
2106679,7830,H1E 3C9,0,"2,130",21290
2106679,7830,H1E 3C9,0,"1,050",10900
2106679,7830,H1E 3C9,0,"1,050",10930
2106679,7830,H1E 3C9,0,"1,390",14360
2106679,7830,H1E 3C9,0,"1,000",10100
2106679,7830,H1E 3C9,0,"1,580",16550
2106679,7830,H1E 3C9,0,"1,350",14690
2106679,7830,H1E 3C9,0,"1,670",16160
2005550,12246,H1E 1V9,0,"1,600",15750
2107465,11620,H1E 2T4,0,"2,350",23100
2106390,7930,H1E 1L9,0,"2,360",23210
2107115,8740,H1E 4C5,0,"2,210",22700
2106679,7830,H1E 3C9,0,"1,120",11810
2106679,7830,H1E 3C9,0,"2,130",21290
2106679,7830,H1E 3C9,0,"1,050",10900
2106679,7830,H1E 3C9,0,"1,050",10930
2106679,7830,H1E 3C9,0,"1,390",14360
2106679,7830,H1E 3C9,0,"1,000",10100
2106679,7830,H1E 3C9,0,"1,580",16550
2106679,7830,H1E 3C9,0,"1,350",14690
2106679,7830,H1E 3C9,0,"1,670",16160
2005550,12246,H1E 1V9,0,"1,600",15750
2106366,7853,H1E 3C4,0,"2,130",21200
2107465,11620,H1E 2T4,0,"2,350",23100
2106390,7930,H1E 1L9,0,"2,360",23210
2107115,8740,H1E 4C5,0,"2,210",22700
2106679,7830,H1E 3C9,0,"1,120",11810
2106679,7830,H1E 3C9,0,"2,130",21290
2106679,7830,H1E 3C9,0,"1,050",10900
2106679,7830,H1E 3C9,0,"1,050",10930
2106679,7830,H1E 3C9,0,"1,390",14360
2106679,7830,H1E 3C9,0,"1,000",10100
2106679,7830,H1E 3C9,0,"1,580",16550
2106679,7830,H1E 3C9,0,"1,350",14690
2106679,7830,H1E 3C9,0,"1,670",16160
2005550,12246,H1E 1V9,0,"1,600",15750
2106366,7853,H1E 3C4,0,"2,130",21200
2004579,12046,H1E 5Z3,0,"2,240",22280
2107465,11620,H1E 2T4,0,"2,350",23100
2106390,7930,H1E 1L9,0,"2,360",23210
2107115,8740,H1E 4C5,0,"2,210",22700
2106679,7830,H1E 3C9,0,"1,120",11810
2106679,7830,H1E 3C9,0,"2,130",21290
2106679,7830,H1E 3C9,0,"1,050",10900
2106679,7830,H1E 3C9,0,"1,050",10930
2106679,7830,H1E 3C9,0,"1,390",14360
2106679,7830,H1E 3C9,0,"1,000",10100
2106679,7830,H1E 3C9,0,"1,580",16550
2106679,7830,H1E 3C9,0,"1,350",14690
2106679,7830,H1E 3C9,0,"1,670",16160
2005550,12246,H1E 1V9,0,"1,600",15750
2106366,7853,H1E 3C4,0,"2,130",21200
2004579,12046,H1E 5Z3,0,"2,240",22280
2042605,12081,H1E 1Z4,0,"2,850",28120
2107465,11620,H1E 2T4,0,"2,350",23100
2106390,7930,H1E 1L9,0,"2,360",23210
2107115,8740,H1E 4C5,0,"2,210",22700
2106679,7830,H1E 3C9,0,"1,120",11810
2106679,7830,H1E 3C9,0,"2,130",21290
2106679,7830,H1E 3C9,0,"1,050",10900
2106679,7830,H1E 3C9,0,"1,050",10930
2106679,7830,H1E 3C9,0,"1,390",14360
2106679,7830,H1E 3C9,0,"1,000",10100
2106679,7830,H1E 3C9,0,"1,580",16550
2106679,7830,H1E 3C9,0,"1,350",14690
2106679,7830,H1E 3C9,0,"1,670",16160
2005550,12246,H1E 1V9,0,"1,600",15750
2106366,7853,H1E 3C4,0,"2,130",21200
2004579,12046,H1E 5Z3,0,"2,240",22280
2042605,12081,H1E 1Z4,0,"2,850",28120
2105582,8561,H1E 5R5,0,"1,980",19960
2107471,11715,H1E 2R9,0,"2,330",22890
2107471,11715,H1E 2R9,0,"2,330",22890
2042601,12071,H1E 1Z4,0,"4,230",39990
2107471,11715,H1E 2R9,0,"2,330",22890
2042601,12071,H1E 1Z4,0,"4,230",39990
2140687,8325,H1E 6Y4,0,"1,200",12180
2107471,11715,H1E 2R9,0,"2,330",22890
2042601,12071,H1E 1Z4,0,"4,230",39990
2140687,8325,H1E 6Y4,0,"1,200",12180
2006663,12290,H1E 1X6,0,"2,710",26690
2107471,11715,H1E 2R9,0,"2,330",22890
2042601,12071,H1E 1Z4,0,"4,230",39990
2140687,8325,H1E 6Y4,0,"1,200",12180
2006663,12290,H1E 1X6,0,"2,710",26690
